route,nq,pax_min,pax_pre,fare_pre,dl_q,nw_q,both_q,legacy_q,dl_any,nw_any,direct,distance,dl_direct,nw_direct,unknown_pax,group,eligible,direct_overlap,original_treated
BUF-CMH,4,115,135.25,158.56843944010683,0,4,0,0,12,229,0.029251918158567772,296.0,0,15,0,other,True,False,False
BUF-CMI,4,21,28.25,159.9119135457787,0,0,0,0,0,65,0.0,533.0,0,0,0,other,False,False,False
BUF-CMX,2,1,1.5,405.5,0,0,0,0,0,3,0.0,558.0,0,0,0,other,False,False,False
BUF-COS,4,78,124.0,198.260681312729,3,2,1,1,87,65,0.02282918243021076,1383.0,0,0,0,other,False,False,False
BUF-CPR,1,2,2.0,294.0,0,0,0,0,0,2,0.0,1398.0,0,0,0,other,False,False,False
BUF-CRP,4,15,27.5,193.89249996730257,0,0,0,0,36,0,0.0,1484.0,0,0,0,other,False,False,False
BUF-CRW,4,15,32.0,169.10877397541458,0,0,0,1,0,44,0.0,350.0,0,0,0,other,False,False,False
BUF-CSG,4,2,8.25,383.7113114917089,1,0,0,0,18,0,0.0,797.0,0,0,0,other,False,False,False
BUF-CVG,4,141,164.5,287.3743391170912,0,0,0,0,2,35,0.6312887479019174,410.0,0,0,0,other,True,False,False
BUF-CWA,4,15,23.5,301.35954582018735,0,0,0,0,0,72,0.0,559.0,0,0,0,other,False,False,False
BUF-DAB,4,128,221.25,151.9398686015937,4,0,0,0,535,0,0.011741909584980236,960.0,2,0,0,other,True,False,False
BUF-DAL,4,57,109.25,183.8417122144656,0,0,0,0,0,0,0.16801452742528258,1207.0,0,0,0,other,False,False,False
BUF-DAY,4,26,38.75,257.48774211169683,0,1,0,1,1,57,0.0,354.0,0,0,0,other,False,False,False
BUF-DBQ,4,8,9.25,159.60965824127186,0,0,0,0,0,0,0.0,610.0,0,0,0,other,False,False,False
BUF-DCA,4,665,896.25,190.10279498949583,0,0,0,4,2,44,0.903755871581603,297.0,0,0,0,other,True,False,False
BUF-DEN,4,838,1235.5,193.04688567464112,0,4,0,4,368,757,0.0030086021484291106,1370.0,0,0,0,other,True,False,False
BUF-DFW,4,1066,1305.25,194.28486428694515,1,4,1,4,354,937,0.02155639494996618,1212.0,2,18,0,other,True,False,False
BUF-DHN,4,2,7.5,296.7291679382324,0,0,0,0,16,0,0.020833333333333332,884.0,0,0,0,other,False,False,False
BUF-DLH,4,4,11.0,331.0841308440363,0,3,0,0,0,44,0.0,711.0,0,0,0,other,False,False,False
BUF-DSM,4,52,58.75,287.9861635523547,0,0,0,2,1,113,0.0,769.0,0,0,0,other,False,False,False
BUF-DTW,4,373,410.5,275.01047099218545,0,4,0,0,0,1603,0.9758591026349679,240.0,0,1595,0,other,True,False,False
BUF-EAU,1,3,3.0,338.0,0,0,0,0,0,3,0.0,649.0,0,0,0,other,False,False,False
BUF-EGE,3,6,13.0,262.779999593099,2,0,0,1,25,0,0.0,1475.0,0,0,0,other,False,False,False
BUF-ELP,4,97,148.75,243.50672539367008,4,0,0,0,220,0,0.08963696160900639,1694.0,27,0,0,other,False,False,False
BUF-EUG,1,1,1.0,1180.0,0,0,0,0,0,1,0.0,2205.0,0,0,0,other,False,False,False
BUF-EVV,4,27,36.5,214.25892461379357,0,0,0,0,4,106,0.0,573.0,0,0,0,other,False,False,False
BUF-EWN,4,20,31.25,171.04631439355703,1,0,0,0,14,0,0.0,552.0,0,0,0,other,False,False,False
BUF-EWR,4,1103,1664.5,132.21701589868525,0,0,0,4,0,1,0.9771998014713996,282.0,0,0,0,other,True,False,False
BUF-EYW,4,14,28.75,218.1734454811559,0,0,0,0,55,0,0.0,1283.0,0,0,0,other,False,False,False
BUF-FAI,2,3,5.5,528.3541564941405,0,2,0,0,0,11,0.0,2997.0,0,0,0,other,False,False,False
BUF-FAR,4,12,18.25,305.8757495198931,0,2,0,0,0,21,0.0,925.0,0,0,0,other,False,False,False
BUF-FAT,1,1,1.0,604.0,0,0,0,0,0,0,0.0,2195.0,0,0,0,other,False,False,False
BUF-FAY,4,29,40.5,184.53040280169972,1,0,0,0,16,0,0.0,550.0,0,0,0,other,False,False,False
BUF-FCA,2,5,5.5,374.26667785644497,0,2,0,0,0,11,0.0,1742.0,0,0,0,other,False,False,False
BUF-FLL,4,2811,3605.5,137.5195664851408,4,1,1,4,3029,369,0.14822175115659547,1170.0,0,0,0,other,True,False,False
BUF-FLO,4,6,12.25,211.74643026079445,0,0,0,0,2,0,0.0,608.0,0,0,0,other,False,False,False
BUF-FMN,1,1,1.0,551.0,0,0,0,0,0,0,0.0,1615.0,0,0,0,other,False,False,False
BUF-FNT,4,5,10.25,307.9958350136168,0,4,0,0,0,34,0.011904761904761904,253.0,0,1,0,other,False,False,False
BUF-FOD,1,2,2.0,254.0,0,0,0,0,0,2,0.0,784.0,0,0,0,other,False,False,False
BUF-FSD,4,26,32.5,270.02869147115905,0,3,0,0,3,27,0.019176136363636364,906.0,0,0,0,other,False,False,False
BUF-FSM,3,2,9.0,217.93333401150173,1,0,0,0,16,0,0.0,988.0,0,0,0,other,False,False,False
BUF-FWA,4,21,30.0,273.57273322696597,0,0,0,0,0,72,0.0,358.0,0,0,0,other,False,False,False
BUF-GEG,4,33,43.0,315.59119674979354,0,4,0,4,1,82,0.0,1896.0,0,0,0,other,False,False,False
BUF-GFK,2,1,4.0,218.92857142857144,0,2,0,0,0,8,0.0,957.0,0,0,0,other,False,False,False
BUF-GNV,4,27,36.0,223.64609279420495,0,0,0,0,33,0,0.0,937.0,0,0,0,other,False,False,False
BUF-GPT,4,38,52.75,182.4756644878715,3,0,0,0,99,2,0.0642379679144385,1038.0,17,0,0,other,False,False,False
BUF-GRB,4,53,63.25,230.66511812277452,0,4,0,0,1,159,0.037097451660787845,482.0,0,9,0,other,False,False,False
BUF-GRK,4,6,10.75,153.81520533871338,0,0,0,0,17,0,0.0,0.0,0,0,0,other,False,False,False
BUF-GRR,4,59,69.25,254.36939579504713,0,4,0,3,0,211,0.014005315886321815,344.0,0,3,0,other,False,False,False
BUF-GSO,4,140,231.0,156.176291259113,4,0,0,0,87,126,0.006125992063492063,478.0,0,0,0,other,True,False,False
BUF-GSP,4,101,118.25,235.18060239945618,1,0,0,0,58,38,0.016124489372014127,586.0,0,0,0,other,True,False,False
BUF-GTF,3,1,8.0,458.35925519024886,0,2,0,0,0,23,0.0,1609.0,0,0,0,other,False,False,False
BUF-GTR,4,2,3.0,274.875,0,0,0,0,5,0,0.0,846.0,0,0,0,other,False,False,False
BUF-HDN,2,4,9.5,223.266664123535,1,0,0,0,3,0,0.0,1474.0,0,0,0,other,False,False,False
BUF-HHH,4,32,39.5,195.6473738876328,1,0,0,0,30,0,0.0,749.0,0,0,0,other,False,False,False
BUF-HLN,1,6,6.0,331.0,0,0,0,0,0,6,0.0,1640.0,0,0,0,other,False,False,False
BUF-HNL,4,148,199.25,387.1565125880677,4,0,0,4,321,7,0.0,4700.0,0,0,0,other,True,False,False
BUF-HOU,4,440,517.5,175.56774489803115,0,0,0,0,147,0,0.15122394990809201,1298.0,10,0,0,other,True,False,False
BUF-HPN,4,17,21.0,209.29882344862995,0,0,0,1,0,0,0.0,289.0,0,0,0,other,False,False,False
BUF-HRL,3,1,14.333333333333334,419.3333333333333,0,0,0,0,0,0,0.0,1573.0,0,0,0,other,False,False,False
BUF-HSV,4,98,119.5,205.44835427132043,3,0,0,0,80,86,0.016394319965748538,719.0,5,0,0,other,False,False,False
BUF-HTS,3,2,5.0,188.88889058431002,0,0,0,0,0,0,0.0,375.0,0,0,0,other,False,False,False
BUF-HVN,4,8,12.75,185.8573525456821,0,0,0,0,0,0,0.0,322.0,0,0,0,other,False,False,False
BUF-HYA,3,2,2.0,226.66666666666666,0,0,0,0,0,0,0.0,441.0,0,0,0,other,False,False,False
BUF-IAD,4,106,362.5,173.13558026506698,0,0,0,0,1,8,0.5398017742766769,285.0,0,0,0,other,True,False,False
BUF-IAH,4,751,936.25,190.53049147201307,1,4,1,2,285,1237,0.016925393733750793,1283.0,5,58,0,other,True,False,False
BUF-ICT,4,73,103.25,204.51478714980192,0,0,0,3,53,3,0.00684931506849315,1049.0,0,0,0,other,False,False,False
BUF-IDA,2,1,2.0,499.5,0,0,0,0,0,4,0.0,1669.0,0,0,0,other,False,False,False
BUF-ILM,4,112,194.5,135.81025812802903,0,0,0,4,41,0,0.01716644204851752,602.0,1,0,0,other,True,False,False
BUF-IND,4,428,462.25,151.32178971327588,0,4,0,2,8,819,0.018902228800361718,450.0,1,13,0,other,True,False,False
BUF-INL,1,2,2.0,446.0,0,0,0,0,0,2,0.0,806.0,0,0,0,other,False,False,False
BUF-ISP,4,26,169.75,139.0473303818099,0,0,0,0,0,0,0.0,326.0,0,0,0,other,False,False,False
BUF-JAC,4,5,14.25,343.5979175408681,1,0,0,3,8,1,0.0,1603.0,0,0,0,other,False,False,False
BUF-JAN,4,75,116.0,209.11975788012646,3,0,0,0,108,68,0.09423436533025574,961.0,2,0,0,other,False,False,False
BUF-JAX,4,904,1039.5,134.38820672864802,3,3,2,4,535,298,0.018169721916760948,876.0,2,0,0,other,True,False,False
BUF-JFK,4,10191,14140.5,99.24362910264261,0,0,0,0,50,1,0.994000128239271,301.0,47,0,0,other,True,False,False
BUF-KOA,4,2,8.0,498.5803571428571,0,0,0,4,0,0,0.0,4678.0,0,0,0,unexposed_legacy,False,False,False
BUF-LAN,4,8,21.0,249.23077272949484,0,4,0,0,0,72,0.027777777777777776,297.0,0,2,0,other,False,False,False
BUF-LAS,4,4310,4426.75,164.83165649385495,4,0,0,4,4109,271,0.3689257371002146,1984.0,0,0,0,other,True,False,False
BUF-LAW,2,1,1.5,320.0,0,0,0,0,0,0,0.0,1205.0,0,0,0,other,False,False,False
BUF-LAX,4,1753,2113.0,195.82299603876498,4,3,3,4,1881,684,0.03493349986850009,2215.0,0,0,0,overlap,True,False,False
BUF-LBB,1,1,1.0,269.0,0,0,0,0,0,0,0.0,1402.0,0,0,0,other,False,False,False
BUF-LEB,3,2,3.0,244.53333333333333,0,0,0,0,0,0,0.0,327.0,0,0,0,other,False,False,False
BUF-LEX,4,38,46.25,264.16531858457085,0,0,0,0,8,71,0.0,458.0,0,0,0,other,False,False,False
BUF-LFT,4,5,14.25,304.08947223362173,0,0,0,0,33,0,0.0,1145.0,0,0,0,other,False,False,False
BUF-LGA,4,330,2348.0,100.51655715797416,0,0,0,0,2,1,0.9207007608440005,292.0,1,0,0,other,True,False,False
BUF-LGB,4,94,119.75,234.72328641679564,0,0,0,0,0,0,0.001736111111111111,2207.0,0,0,0,other,False,False,False
BUF-LIT,4,111,138.0,204.90935975793707,2,0,0,0,86,67,0.016630454881656806,921.0,0,0,0,other,True,False,False
BUF-LNK,4,13,15.75,274.4636716056933,0,0,0,0,0,22,0.0,938.0,0,0,0,other,False,False,False
BUF-LRD,1,3,3.0,409.6666666666667,0,0,0,0,1,1,0.0,1575.0,0,0,0,other,False,False,False
BUF-LSE,4,2,10.75,282.3360423360552,0,2,0,1,0,5,0.0,632.0,0,0,0,other,False,False,False
BUF-LWB,1,2,2.0,203.0,0,0,0,0,0,0,0.0,362.0,0,0,0,other,False,False,False
BUF-LYH,4,4,9.5,332.359306335449,0,0,0,0,0,0,0.0,389.0,0,0,0,other,False,False,False
BUF-MAF,1,1,1.0,281.0,0,0,0,0,0,0,0.0,1489.0,0,0,0,other,False,False,False
BUF-MBS,4,9,13.75,285.3071905273237,0,4,0,0,0,55,0.0,272.0,0,0,0,other,False,False,False
BUF-MCI,4,353,557.25,159.7061724739294,1,4,1,4,94,876,0.019582187857636574,869.0,0,30,0,other,True,False,False
BUF-MCN,4,2,6.0,283.55277851952445,0,0,0,0,8,0,0.0,758.0,0,0,0,other,False,False,False
BUF-MCO,4,9436,9806.5,117.30493577454388,0,0,0,3,2204,219,0.7063178204884422,1014.0,0,0,0,other,True,False,False
BUF-MDT,4,21,33.25,221.23385704658875,0,0,0,0,0,0,0.0,216.0,0,0,0,other,False,False,False
BUF-MDW,4,1851,3116.25,93.39682326280462,0,0,0,0,0,176,0.986042134917678,468.0,0,11,0,other,True,False,False
BUF-MEI,3,1,2.3333333333333335,392.3333333333333,0,0,0,0,1,0,0.0,915.0,0,0,0,other,False,False,False
BUF-MEM,4,248,331.5,213.65972395888787,1,4,1,0,89,728,0.04976534480794427,813.0,3,62,0,other,True,False,False
BUF-MFE,4,10,20.5,263.003602586351,0,0,0,0,34,0,0.0,1598.0,0,0,0,other,False,False,False
BUF-MGM,4,23,35.5,280.89337569741576,0,0,0,0,44,0,0.0,846.0,0,0,0,other,False,False,False
BUF-MHT,4,166,176.5,154.90566972423886,0,0,0,2,3,1,0.0014044943820224719,369.0,0,0,0,other,True,False,False
BUF-MIA,4,491,579.0,183.12937157728942,4,2,2,4,619,136,0.02036173278218177,1190.0,11,0,0,other,True,False,False
BUF-MKE,4,150,286.25,186.14980634246047,0,4,0,0,1,814,0.018113112596211803,464.0,0,16,0,other,True,False,False
BUF-MKG,4,2,4.0,313.5,0,0,0,0,0,16,0.0,379.0,0,0,0,other,False,False,False
BUF-MLB,4,19,21.25,246.26755825718055,4,0,0,0,74,0,0.013157894736842105,1032.0,0,0,0,other,False,False,False
BUF-MLI,4,84,108.25,145.8657225027829,0,0,0,0,5,199,0.0,611.0,0,0,0,other,False,False,False
BUF-MLU,4,4,6.75,375.8583343505859,0,0,0,0,13,0,0.0,1023.0,0,0,0,other,False,False,False
BUF-MOB,4,39,54.0,262.18116445743004,3,0,0,0,87,2,0.0,996.0,0,0,0,other,False,False,False
BUF-MOT,2,2,5.0,242.625,0,2,0,0,0,10,0.0,1147.0,0,0,0,other,False,False,False
BUF-MQT,3,5,7.333333333333333,348.614278884161,0,0,0,0,0,17,0.0,499.0,0,0,0,other,False,False,False
BUF-MSN,4,69,96.5,256.97920448317666,0,4,0,0,0,233,0.0,536.0,0,0,0,other,False,False,False
BUF-MSO,2,18,21.0,281.9861047532826,0,2,0,0,0,34,0.0,1738.0,0,0,0,other,False,False,False
BUF-MSP,4,657,984.5,240.80758880911736,0,4,0,4,8,2411,0.274475280517334,733.0,0,1120,0,other,True,False,False
BUF-MSY,4,611,624.75,164.45121572925274,3,2,1,4,333,108,0.10694267202361088,1099.0,0,0,0,other,True,False,False
BUF-MTH,3,1,5.333333333333333,255.2738097054618,0,0,0,0,10,0,0.0,1267.0,0,0,0,other,False,False,False
BUF-MTJ,1,2,2.0,228.0,0,0,0,0,0,0,0.0,1551.0,0,0,0,other,False,False,False
BUF-MVY,4,2,7.75,184.6625,0,0,0,0,0,0,0.0,430.0,0,0,0,other,False,False,False
BUF-MYR,4,262,325.25,169.8599470047865,0,0,0,4,40,23,0.0009541984732824427,641.0,0,0,0,other,True,False,False
BUF-OAJ,4,26,51.75,168.2567484837992,0,0,0,0,21,0,0.0,564.0,0,0,0,other,False,False,False
BUF-OAK,4,290,337.5,214.53549778196387,0,0,0,3,84,0,0.028448275862068967,2295.0,0,0,0,other,True,False,False
BUF-OGG,4,10,21.75,420.81612628084525,1,0,0,4,5,0,0.0,4644.0,0,0,0,other,False,False,False
BUF-OKC,4,152,209.75,223.27466402220261,0,0,0,1,102,183,0.0022026431718061676,1135.0,0,0,0,other,True,False,False
BUF-OMA,4,146,223.5,197.10545285560298,0,2,0,4,12,255,0.0,886.0,0,0,0,other,True,False,False
BUF-ONT,4,182,271.5,219.89711505197926,4,0,0,0,266,0,0.04436094915749865,2171.0,0,0,0,other,True,False,False
BUF-ORD,4,2384,3096.75,128.63105053092755,0,0,0,4,10,301,0.9402406454934329,473.0,0,3,0,other,True,False,False
BUF-ORF,4,387,617.5,131.06800106441818,0,3,0,1,18,198,0.04975684903377335,439.0,1,0,0,other,True,False,False
BUF-PAH,1,1,1.0,208.0,0,0,0,0,0,1,0.0,669.0,0,0,0,other,False,False,False
BUF-PBI,4,1195,1459.25,136.088114438961,4,0,0,4,1227,52,0.08755045676986419,1127.0,0,0,0,other,True,False,False
BUF-PDX,4,213,368.75,230.28220708986373,3,3,2,4,383,141,0.01919071475904971,2153.0,0,0,0,other,True,False,False
BUF-PFN,4,30,50.0,232.72855003558047,0,0,0,0,118,2,0.0,961.0,0,0,0,other,False,False,False
BUF-PGV,4,16,18.5,157.6145809491474,0,0,0,0,0,0,0.0,511.0,0,0,0,other,False,False,False
BUF-PHF,4,33,67.75,140.43840658623134,0,0,0,0,1,0,0.0,419.0,0,0,0,other,False,False,False
BUF-PHL,4,1029,1166.5,206.44200721397388,0,0,0,4,1,8,0.96507129464861,279.0,0,0,0,other,True,False,False
BUF-PHX,4,2284,2382.5,177.6682068941975,0,1,0,4,1062,426,0.5102116160435418,1910.0,0,0,0,other,True,False,False
BUF-PIA,4,21,49.25,170.7709503588112,0,0,0,0,4,30,0.0,586.0,0,0,0,other,False,False,False
BUF-PIR,1,2,2.0,476.0,0,0,0,0,0,2,0.0,1080.0,0,0,0,other,False,False,False
BUF-PIT,4,1,1.0,183.75,0,0,0,0,0,0,0.0,186.0,0,0,0,other,False,False,False
BUF-PLN,4,2,5.25,358.2142887115478,0,0,0,0,0,21,0.0,351.0,0,0,0,other,False,False,False
BUF-PNS,4,168,206.5,183.97726606603476,4,0,0,0,295,0,0.003671501351632356,980.0,3,0,0,other,True,False,False
BUF-PQI,2,4,4.0,337.25,0,0,0,0,0,0,0.0,584.0,0,0,0,other,False,False,False
BUF-PSE,4,21,27.0,155.62124728946912,0,0,0,0,0,0,0.0,0.0,0,0,0,other,False,False,False
BUF-PSP,4,14,50.5,224.11964073214523,0,0,0,1,23,0,0.0,2123.0,0,0,0,other,False,False,False
BUF-PVC,2,3,5.0,151.28571319580072,0,0,0,0,0,0,0.16666666666666666,438.0,0,0,0,other,False,False,False
BUF-PVD,4,211,257.25,164.83622435642525,0,0,0,4,5,9,0.0020939250323136578,383.0,0,0,0,other,True,False,False
BUF-PWM,4,107,163.0,160.5720269070077,0,0,0,0,8,2,0.02192368765114667,427.0,0,0,0,other,True,False,False
BUF-RAP,3,2,12.333333333333334,303.55555691926367,0,3,0,0,0,17,0.0,1219.0,0,0,0,other,False,False,False
BUF-RDU,4,875,1432.75,127.074827060848,0,2,0,4,247,343,0.06125657991647,489.0,5,0,0,other,True,False,False
BUF-RHI,1,1,1.0,202.0,0,0,0,0,0,1,0.0,562.0,0,0,0,other,False,False,False
BUF-RIC,4,224,303.25,145.1817305220797,0,1,0,4,8,72,0.020089285714285712,383.0,1,0,0,other,True,False,False
BUF-RKD,1,3,3.0,253.0,0,0,0,0,0,0,0.0,490.0,0,0,0,other,False,False,False
BUF-RNO,4,126,169.5,235.47210721958763,1,0,0,0,59,2,0.04060913705583756,2127.0,0,0,0,other,True,False,False
BUF-ROA,4,26,45.25,256.19840572629647,0,0,0,0,1,34,0.0,394.0,0,0,0,other,False,False,False
BUF-RST,4,17,22.75,223.18636330900108,0,2,0,0,0,36,0.04821428571428571,694.0,0,4,0,other,False,False,False
BUF-RSW,4,1361,2067.5,134.50053116925403,3,0,0,4,1094,177,0.11599689466192564,1148.0,0,0,0,other,True,False,False
BUF-SAN,4,899,1124.75,194.10755204888207,4,3,3,4,861,380,0.09138126332298202,2195.0,0,0,0,overlap,True,False,False
BUF-SAT,4,465,506.75,201.2305494420309,4,4,4,2,337,365,0.08424789797036929,1433.0,29,0,0,overlap,True,False,False
BUF-SAV,4,242,312.75,180.91506523039772,4,0,0,4,375,14,0.015915115937632122,760.0,3,0,0,other,True,False,False
BUF-SBN,4,59,66.75,154.04448918744944,0,0,0,0,1,134,0.0,397.0,0,0,0,other,False,False,False
BUF-SBY,4,11,18.0,147.25664028003465,0,0,0,0,0,0,0.0,361.0,0,0,0,other,False,False,False
BUF-SDF,4,231,331.75,149.2398219495505,0,4,0,0,31,556,0.01095999676854063,494.0,2,0,0,other,True,False,False
BUF-SEA,4,426,816.75,224.24067121004651,2,4,2,4,559,626,0.000314070351758794,2119.0,0,0,0,other,True,False,False
BUF-SFO,4,615,1133.25,198.5233747515897,4,4,4,4,1131,375,0.008300536828328998,2306.0,0,0,0,overlap,True,False,False
BUF-SGF,4,25,37.0,291.71984437651247,0,0,0,0,13,22,0.02,868.0,0,0,0,other,False,False,False
BUF-SHV,4,33,47.75,226.38916223078726,0,0,0,0,46,90,0.007575757575757576,1097.0,0,0,0,other,False,False,False
BUF-SJC,4,188,273.75,230.4659051864581,3,0,0,4,150,5,0.0841657594733729,2291.0,0,0,0,other,True,False,False
BUF-SJU,4,445,568.5,146.6694949044086,3,1,1,4,358,47,0.0003526093088857546,0.0,0,0,0,other,True,False,False
BUF-SLC,4,402,513.5,233.95708999192743,4,2,2,4,867,168,0.051965181185135885,1708.0,0,14,0,other,True,False,False
BUF-SLK,1,1,1.0,296.0,0,0,0,0,0,0,0.0,248.0,0,0,0,other,False,False,False
BUF-SMF,4,178,353.0,226.40362292397086,4,1,1,4,180,61,0.026492185373506984,2239.0,0,0,0,other,True,False,False
BUF-SNA,4,328,375.5,241.36726823534985,4,0,0,4,310,28,0.0014749262536873156,2197.0,0,0,0,other,True,False,False
BUF-SOP,1,5,5.0,137.6,0,0,0,0,3,0,0.0,539.0,0,0,0,other,False,False,False
BUF-SPI,3,9,12.333333333333334,174.5925951357241,0,0,0,0,0,0,0.0,606.0,0,0,0,other,False,False,False
BUF-SPS,2,2,2.0,359.0,0,0,0,0,0,0,0.0,1232.0,0,0,0,other,False,False,False
BUF-SRQ,4,340,576.25,148.30684625886693,4,0,0,2,676,45,0.0022058823529411764,1097.0,0,0,0,other,True,False,False
BUF-STL,4,550,683.25,175.12468746803478,0,4,0,2,89,598,0.08014257019601194,673.0,0,23,0,other,True,False,False
BUF-STT,3,2,4.0,185.2222222222222,1,0,0,2,4,0,0.0,0.0,0,0,0,other,False,False,False
BUF-SUX,1,7,7.0,153.42857142857142,0,0,0,0,0,7,0.0,897.0,0,0,0,other,False,False,False
BUF-SWF,4,10,20.75,209.79080842850252,0,0,0,0,0,0,0.0,258.0,0,0,0,other,False,False,False
BUF-TLH,4,80,101.75,201.29363905181492,3,0,0,0,111,0,0.0021929824561403508,921.0,0,0,0,other,False,False,False
BUF-TOL,4,4,5.75,299.0166610717773,0,0,0,0,0,18,0.0,276.0,0,0,0,other,False,False,False
BUF-TPA,4,4331,5092.5,123.46172554298454,2,0,0,4,2299,279,0.44776090127105606,1057.0,0,0,0,other,True,False,False
BUF-TRI,4,30,37.5,245.54586229103344,0,0,0,0,12,32,0.0,488.0,0,0,0,other,False,False,False
BUF-TUL,4,95,173.75,227.9275769031496,0,0,0,0,40,165,0.032543859649122805,1024.0,0,0,0,other,False,False,False
BUF-TUP,4,2,4.5,224.22916666666666,0,0,0,0,8,0,0.0,808.0,0,0,0,other,False,False,False
BUF-TUS,4,179,203.5,224.92947272272494,4,0,0,0,207,9,0.05555555555555555,1904.0,6,0,0,other,True,False,False
BUF-TVC,4,14,20.25,249.79265782189748,0,4,0,0,0,58,0.0,364.0,0,0,0,other,False,False,False
BUF-TYS,4,105,152.75,202.68775615569805,1,0,0,0,56,158,0.0031847133757961785,567.0,0,0,0,other,True,False,False
BUF-VLD,4,2,6.5,140.59583317438762,0,0,0,0,18,0,0.0,877.0,0,0,0,other,False,False,False
BUF-VPS,4,30,49.0,235.86324477675166,4,0,0,0,143,2,0.008333333333333333,975.0,1,0,0,other,False,False,False
BUF-XNA,4,60,75.25,237.93011108147073,0,0,0,0,12,46,0.0,947.0,0,0,0,other,False,False,False
BUR-BWI,4,278,520.5,220.612058771898,0,0,0,4,17,0,0.2447317300816238,2318.0,0,0,0,other,True,False,False
BUR-BZN,4,81,85.5,261.9074574478287,0,0,0,0,4,0,0.054878048780487805,886.0,0,0,0,other,False,False,False
BUR-CAE,4,4,10.25,257.7620162963867,0,0,0,0,0,0,0.0,2122.0,0,0,0,other,False,False,False
BUR-CEC,4,8,13.5,186.66170604645254,0,0,0,3,0,0,0.0,614.0,0,0,0,unexposed_legacy,False,False,False
BUR-CEZ,1,4,4.0,269.99999237060575,0,0,0,0,0,0,0.0,587.0,0,0,0,other,False,False,False
BUR-CHS,4,8,12.0,319.172350103205,0,0,0,0,1,0,0.0,2198.0,0,0,0,other,False,False,False
BUR-CIC,4,45,69.75,101.46394096638718,0,0,0,4,0,0,0.0,433.0,0,0,0,unexposed_legacy,False,False,False
BUR-CID,4,28,34.0,297.6609795480967,0,0,0,0,0,0,0.0,1539.0,0,0,0,other,False,False,False
BUR-CLE,4,112,174.5,234.7888795263132,0,0,0,4,23,0,0.10334342167556361,2041.0,0,0,0,other,True,False,False
BUR-CLL,4,6,7.0,266.53372955322277,0,0,0,0,0,0,0.0,1306.0,0,0,0,other,False,False,False
BUR-CLT,4,97,195.5,233.80552276327325,0,0,0,4,38,0,0.003036437246963563,2117.0,0,0,0,other,False,False,False
BUR-CMH,4,248,2226.5,170.2495732531247,0,0,0,2,25,0,0.492606721716415,1985.0,0,0,0,other,True,False,False
BUR-CMI,4,2,3.5,214.0833320617675,0,0,0,0,0,0,0.0,1699.0,0,0,0,other,False,False,False
BUR-COD,4,4,6.5,268.43928315298905,0,0,0,0,0,0,0.0,870.0,0,0,0,other,False,False,False
BUR-COS,4,78,113.5,204.97579578196147,0,0,0,0,1,0,0.02690353742985322,822.0,0,0,0,other,False,False,False
BUR-CPR,4,9,13.5,279.0574256905124,0,0,0,0,0,0,0.0,880.0,0,0,0,other,False,False,False
BUR-CRP,4,5,12.0,292.90119075775146,0,0,0,0,0,0,0.0,1312.0,0,0,0,other,False,False,False
BUR-CVG,4,24,30.5,390.30572586061106,0,0,0,0,49,0,0.0,1889.0,0,0,0,other,False,False,False
BUR-CYS,2,2,3.0,342.25,0,0,0,0,0,0,0.0,882.0,0,0,0,other,False,False,False
BUR-DAL,4,116,176.0,195.94285628167887,0,0,0,0,0,0,0.06141414946241883,1242.0,0,0,0,other,True,False,False
BUR-DAY,4,25,38.75,295.3269217972843,0,0,0,4,0,0,0.12375415282392027,1914.0,0,0,0,unexposed_legacy,False,False,False
BUR-DCA,4,164,252.75,241.17883897395353,0,0,0,4,84,0,0.0007621951219512195,2300.0,0,0,0,other,True,False,False
BUR-DDC,1,2,2.0,546.0,0,0,0,0,0,0,0.0,1057.0,0,0,0,other,False,False,False
BUR-DEN,4,2040,2161.25,200.2689211837389,0,0,0,4,59,0,0.7455924061480304,837.0,0,0,0,other,True,False,False
BUR-DFW,4,2995,3760.5,179.09641660446803,0,0,0,4,12,0,0.9253311068659136,1231.0,0,0,0,other,True,False,False
BUR-DIK,2,2,2.0,427.5,0,0,0,0,0,0,0.0,1191.0,0,0,0,other,False,False,False
BUR-DLH,1,1,1.0,1115.0,0,0,0,0,0,1,0.0,1619.0,0,0,0,other,False,False,False
BUR-DRO,4,33,53.0,251.84994185202123,0,0,0,0,0,0,0.0,630.0,0,0,0,other,False,False,False
BUR-DSM,4,23,43.25,318.2241296763339,0,0,0,4,0,0,0.003289473684210526,1435.0,0,0,0,unexposed_legacy,False,False,False
BUR-DTW,4,181,278.75,213.1700620880259,0,0,0,4,23,16,0.08436993138218389,1967.0,0,0,0,other,True,False,False
BUR-EAR,3,4,4.333333333333333,289.46666717529274,0,0,0,0,0,0,0.0,1152.0,0,0,0,other,False,False,False
BUR-EAT,4,12,25.0,226.21454302864794,0,0,0,0,0,0,0.0,918.0,0,0,0,other,False,False,False
BUR-EGE,4,9,12.0,289.42676984902573,0,0,0,2,0,0,0.0,736.0,0,0,0,other,False,False,False
BUR-EKO,3,2,2.6666666666666665,235.8333320617675,0,0,0,0,0,0,0.0,479.0,0,0,0,other,False,False,False
BUR-ELP,4,286,402.75,176.62341384537086,0,0,0,4,0,0,0.14006393783043714,713.0,0,0,0,unexposed_legacy,True,False,False
